,Sentiment_Flag
13005,Negative
13014,Negative
13017,Neutral_or_Positive
13024,Neutral_or_Positive
13034,Negative
13050,Negative
13057,Negative
13075,Neutral_or_Positive
13096,Neutral_or_Positive
13100,Negative
13108,Neutral_or_Positive
13119,Neutral_or_Positive
13120,Neutral_or_Positive
13147,Neutral_or_Positive
13153,Neutral_or_Positive
13160,Neutral_or_Positive
13164,Negative
13165,Negative
13166,Negative
13171,Neutral_or_Positive
13177,Negative
13186,Negative
13187,Negative
13193,Negative
13199,Neutral_or_Positive
13234,Neutral_or_Positive
13244,Neutral_or_Positive
13247,Neutral_or_Positive
13254,Neutral_or_Positive
13259,Neutral_or_Positive
13261,Negative
13263,Neutral_or_Positive
13265,Neutral_or_Positive
13270,Negative
13278,Neutral_or_Positive
13280,Neutral_or_Positive
13292,Negative
13294,Neutral_or_Positive
13299,Neutral_or_Positive
13305,Negative
13312,Negative
13315,Neutral_or_Positive
13331,Neutral_or_Positive
13332,Neutral_or_Positive
13336,Negative
13365,Neutral_or_Positive
13384,Neutral_or_Positive
13419,Negative
13432,Negative
13487,Neutral_or_Positive
13496,Negative
13503,Neutral_or_Positive
13517,Neutral_or_Positive
13528,Neutral_or_Positive
13542,Neutral_or_Positive
13547,Neutral_or_Positive
13555,Neutral_or_Positive
13565,Neutral_or_Positive
13577,Negative
13588,Negative
13598,Neutral_or_Positive
13605,Neutral_or_Positive
13623,Negative
13631,Neutral_or_Positive
13636,Neutral_or_Positive
13643,Negative
13644,Negative
13653,Neutral_or_Positive
13671,Neutral_or_Positive
13680,Neutral_or_Positive
13687,Negative
13692,Neutral_or_Positive
13693,Neutral_or_Positive
13696,Negative
13702,Neutral_or_Positive
13711,Negative
13720,Negative
13752,Neutral_or_Positive
13771,Neutral_or_Positive
13778,Negative
13788,Negative
13795,Negative
13808,Negative
13817,Negative
13832,Neutral_or_Positive
13844,Neutral_or_Positive
13845,Neutral_or_Positive
13848,Negative
13856,Negative
13857,Neutral_or_Positive
13872,Neutral_or_Positive
13882,Negative
13895,Negative
13899,Neutral_or_Positive
13904,Neutral_or_Positive
13914,Neutral_or_Positive
13928,Neutral_or_Positive
13938,Neutral_or_Positive
13939,Neutral_or_Positive
13946,Negative
13948,Negative
13972,Negative
13984,Neutral_or_Positive
14012,Negative
14028,Neutral_or_Positive
14033,Negative
14034,Neutral_or_Positive
14037,Negative
14041,Neutral_or_Positive
14046,Negative
14049,Neutral_or_Positive
14060,Neutral_or_Positive
14081,Neutral_or_Positive
14082,Neutral_or_Positive
14095,Negative
14100,Neutral_or_Positive
14103,Negative
14106,Neutral_or_Positive
14107,Neutral_or_Positive
14113,Neutral_or_Positive
14115,Negative
14116,Negative
14131,Negative
14143,Neutral_or_Positive
14151,Neutral_or_Positive
14154,Negative
14160,Neutral_or_Positive
14162,Neutral_or_Positive
14176,Neutral_or_Positive
14179,Neutral_or_Positive
14182,Negative
14189,Neutral_or_Positive
14209,Neutral_or_Positive
14217,Negative
14222,Negative
14227,Negative
14231,Neutral_or_Positive
14251,Negative
14262,Negative
14263,Neutral_or_Positive
14275,Neutral_or_Positive
14282,Neutral_or_Positive
14283,Neutral_or_Positive
14288,Neutral_or_Positive
14303,Neutral_or_Positive
14308,Negative
14309,Neutral_or_Positive
14316,Neutral_or_Positive
14318,Negative
14340,Neutral_or_Positive
14368,Neutral_or_Positive
14384,Neutral_or_Positive
14393,Negative
14400,Neutral_or_Positive
14404,Neutral_or_Positive
14406,Neutral_or_Positive
14407,Neutral_or_Positive
14422,Neutral_or_Positive
14428,Negative
14443,Neutral_or_Positive
14444,Neutral_or_Positive
14461,Negative
14462,Negative
14469,Neutral_or_Positive
14487,Negative
14490,Neutral_or_Positive
14497,Negative
14506,Negative
14507,Neutral_or_Positive
14517,Negative
14537,Negative
14546,Negative
14547,Neutral_or_Positive
14548,Neutral_or_Positive
14554,Neutral_or_Positive
14568,Neutral_or_Positive
14570,Negative
14579,Neutral_or_Positive
14583,Neutral_or_Positive
14605,Neutral_or_Positive
14617,Neutral_or_Positive
14619,Neutral_or_Positive
14634,Neutral_or_Positive
14641,Negative
14644,Negative
14653,Negative
14663,Negative
14669,Negative
14672,Neutral_or_Positive
14696,Neutral_or_Positive
14727,Negative
14747,Neutral_or_Positive
14754,Neutral_or_Positive
14764,Neutral_or_Positive
14770,Neutral_or_Positive
14779,Neutral_or_Positive
14800,Neutral_or_Positive
14822,Negative
14823,Neutral_or_Positive
14858,Negative
14860,Neutral_or_Positive
14867,Neutral_or_Positive
14870,Neutral_or_Positive
14872,Negative
14874,Neutral_or_Positive
14888,Neutral_or_Positive
14918,Negative
14924,Neutral_or_Positive
14937,Negative
14938,Neutral_or_Positive
14941,Neutral_or_Positive
14952,Neutral_or_Positive
14956,Neutral_or_Positive
14987,Neutral_or_Positive
14994,Neutral_or_Positive
15001,Negative
15005,Neutral_or_Positive
15006,Neutral_or_Positive
15032,Neutral_or_Positive
15051,Negative
15074,Negative
15079,Neutral_or_Positive
15090,Negative
15103,Neutral_or_Positive
15114,Negative
15125,Neutral_or_Positive
15137,Neutral_or_Positive
15140,Neutral_or_Positive
15175,Neutral_or_Positive
15183,Neutral_or_Positive
15186,Neutral_or_Positive
15187,Neutral_or_Positive
15190,Neutral_or_Positive
15209,Neutral_or_Positive
15221,Negative
15230,Negative
15231,Neutral_or_Positive
15237,Negative
15240,Neutral_or_Positive
15247,Neutral_or_Positive
15251,Neutral_or_Positive
15267,Neutral_or_Positive
15270,Negative
15312,Negative
15317,Negative
15319,Negative
15324,Negative
15330,Neutral_or_Positive
15344,Neutral_or_Positive
15345,Neutral_or_Positive
15346,Neutral_or_Positive
15347,Negative
15349,Neutral_or_Positive
15361,Neutral_or_Positive
15373,Negative
15379,Negative
15382,Neutral_or_Positive
15394,Neutral_or_Positive
15404,Neutral_or_Positive
15408,Neutral_or_Positive
15421,Neutral_or_Positive
15444,Negative
15453,Neutral_or_Positive
15459,Neutral_or_Positive
15461,Negative
15467,Negative
15476,Negative
15483,Negative
15497,Neutral_or_Positive
15499,Negative
15506,Negative
15513,Negative
15554,Negative
15564,Negative
15566,Neutral_or_Positive
15568,Negative
15576,Neutral_or_Positive
15581,Negative
15590,Negative
15613,Neutral_or_Positive
15649,Negative
15657,Neutral_or_Positive
15670,Neutral_or_Positive
15677,Negative
15682,Negative
15683,Negative
15687,Negative
15703,Negative
15708,Neutral_or_Positive
15727,Neutral_or_Positive
15736,Negative
15751,Negative
15756,Neutral_or_Positive
15758,Negative
15768,Neutral_or_Positive
15769,Negative
15808,Neutral_or_Positive
15812,Neutral_or_Positive
15814,Negative
15841,Neutral_or_Positive
15850,Negative
15869,Neutral_or_Positive
15888,Neutral_or_Positive
15894,Negative
15902,Negative
15905,Neutral_or_Positive
15916,Neutral_or_Positive
15923,Negative
15933,Negative
15941,Neutral_or_Positive
15952,Neutral_or_Positive
15954,Neutral_or_Positive
15960,Neutral_or_Positive
15963,Neutral_or_Positive
15967,Neutral_or_Positive
15979,Neutral_or_Positive
15981,Negative
15987,Neutral_or_Positive
15988,Negative
15989,Neutral_or_Positive
15996,Negative
16006,Negative
16008,Negative
16012,Negative
16025,Negative
16026,Neutral_or_Positive
16028,Negative
16030,Neutral_or_Positive
16031,Neutral_or_Positive
16040,Negative
16042,Negative
16061,Neutral_or_Positive
16067,Negative
16068,Negative
16073,Negative
16106,Negative
16115,Neutral_or_Positive
16117,Neutral_or_Positive
16120,Neutral_or_Positive
16131,Negative
16136,Neutral_or_Positive
16138,Neutral_or_Positive
16140,Neutral_or_Positive
16146,Negative
16164,Negative
16185,Negative
16186,Negative
16188,Negative
16215,Negative
16248,Neutral_or_Positive
16264,Neutral_or_Positive
16282,Neutral_or_Positive
16284,Negative
16289,Negative
16344,Neutral_or_Positive
16369,Neutral_or_Positive
16375,Negative
16382,Negative
16396,Neutral_or_Positive
16410,Negative
16421,Negative
16422,Negative
16429,Negative
16431,Negative
16441,Neutral_or_Positive
16442,Neutral_or_Positive
16450,Negative
16460,Neutral_or_Positive
16473,Negative
16486,Neutral_or_Positive
16487,Negative
16494,Negative
16498,Neutral_or_Positive
16501,Neutral_or_Positive
16514,Neutral_or_Positive
16516,Negative
16543,Neutral_or_Positive
16545,Neutral_or_Positive
16546,Neutral_or_Positive
16567,Neutral_or_Positive
16580,Negative
16587,Negative
16593,Negative
16594,Neutral_or_Positive
16597,Negative
16608,Neutral_or_Positive
16621,Negative
16623,Negative
16662,Neutral_or_Positive
16667,Negative
16668,Negative
16671,Negative
16676,Neutral_or_Positive
16685,Neutral_or_Positive
16701,Neutral_or_Positive
16707,Neutral_or_Positive
16726,Negative
16727,Neutral_or_Positive
16731,Neutral_or_Positive
16736,Negative
16737,Negative
16744,Neutral_or_Positive
16755,Neutral_or_Positive
16765,Negative
16771,Neutral_or_Positive
16791,Neutral_or_Positive
16803,Neutral_or_Positive
16824,Negative
16828,Negative
16830,Negative
16832,Negative
16834,Negative
16836,Neutral_or_Positive
16838,Negative
16844,Negative
16849,Neutral_or_Positive
16850,Neutral_or_Positive
16853,Negative
16859,Neutral_or_Positive
16866,Negative
16878,Neutral_or_Positive
16884,Negative
16888,Neutral_or_Positive
16891,Neutral_or_Positive
16901,Neutral_or_Positive
16935,Negative
16938,Negative
16947,Negative
16955,Neutral_or_Positive
16971,Neutral_or_Positive
16976,Neutral_or_Positive
16978,Negative
16998,Neutral_or_Positive
17014,Neutral_or_Positive
17016,Negative
17041,Neutral_or_Positive
17044,Negative
17045,Negative
17051,Neutral_or_Positive
17052,Neutral_or_Positive
17059,Negative
17064,Negative
17073,Neutral_or_Positive
17103,Neutral_or_Positive
17125,Neutral_or_Positive
17126,Neutral_or_Positive
17144,Neutral_or_Positive
17145,Negative
17152,Neutral_or_Positive
17154,Neutral_or_Positive
17159,Negative
17161,Neutral_or_Positive
17165,Neutral_or_Positive
17166,Neutral_or_Positive
17187,Negative
17189,Neutral_or_Positive
17190,Negative
17192,Negative
17197,Neutral_or_Positive
17206,Negative
17209,Negative
17246,Neutral_or_Positive
17252,Negative
17253,Neutral_or_Positive
17255,Negative
17267,Neutral_or_Positive
17269,Negative
17271,Negative
17272,Negative
17275,Neutral_or_Positive
17297,Neutral_or_Positive
17303,Neutral_or_Positive
17308,Neutral_or_Positive
17309,Negative
17323,Negative
17327,Negative
17338,Negative
17339,Neutral_or_Positive
17341,Negative
17343,Neutral_or_Positive
17357,Negative
17377,Negative
17381,Neutral_or_Positive
17385,Neutral_or_Positive
17386,Neutral_or_Positive
17391,Neutral_or_Positive
17400,Negative
17401,Negative
17405,Neutral_or_Positive
17415,Negative
17416,Neutral_or_Positive
17424,Neutral_or_Positive
17425,Neutral_or_Positive
17432,Neutral_or_Positive
17440,Neutral_or_Positive
17441,Negative
17456,Negative
17460,Negative
17464,Neutral_or_Positive
17470,Negative
17475,Negative
17484,Negative
17502,Negative
17515,Negative
17516,Neutral_or_Positive
17529,Neutral_or_Positive
17530,Negative
17549,Neutral_or_Positive
17557,Neutral_or_Positive
17558,Neutral_or_Positive
17563,Negative
17579,Neutral_or_Positive
17587,Neutral_or_Positive
17592,Neutral_or_Positive
17610,Neutral_or_Positive
17612,Negative
17628,Neutral_or_Positive
17629,Neutral_or_Positive
17630,Neutral_or_Positive
17636,Neutral_or_Positive
17689,Negative
17694,Negative
17698,Negative
17700,Negative
17702,Negative
17706,Neutral_or_Positive
17707,Neutral_or_Positive
17708,Neutral_or_Positive
17709,Neutral_or_Positive
17728,Neutral_or_Positive
17730,Neutral_or_Positive
17764,Negative
17769,Negative
17777,Neutral_or_Positive
17786,Negative
17789,Neutral_or_Positive
17794,Neutral_or_Positive
17798,Negative
17802,Neutral_or_Positive
17807,Neutral_or_Positive
17812,Neutral_or_Positive
17822,Negative
17828,Negative
17831,Neutral_or_Positive
17832,Negative
17851,Neutral_or_Positive
17886,Negative
17891,Neutral_or_Positive
17911,Neutral_or_Positive
17923,Negative
17930,Negative
17944,Neutral_or_Positive
17947,Neutral_or_Positive
17951,Neutral_or_Positive
17956,Neutral_or_Positive
17961,Neutral_or_Positive
17984,Negative
17992,Neutral_or_Positive
17997,Neutral_or_Positive
18000,Negative
18011,Neutral_or_Positive
18017,Neutral_or_Positive
18018,Negative
18027,Negative
18032,Neutral_or_Positive
18033,Negative
18034,Negative
18049,Negative
18056,Neutral_or_Positive
18059,Negative
18084,Neutral_or_Positive
18092,Negative
18109,Neutral_or_Positive
18116,Neutral_or_Positive
18117,Negative
18138,Negative
18206,Neutral_or_Positive
18207,Negative
18214,Neutral_or_Positive
18216,Neutral_or_Positive
18228,Neutral_or_Positive
18233,Neutral_or_Positive
18237,Neutral_or_Positive
18251,Neutral_or_Positive
18255,Negative
18257,Neutral_or_Positive
18262,Negative
18277,Negative
18279,Neutral_or_Positive
18281,Neutral_or_Positive
18283,Negative
18297,Negative
18299,Negative
18303,Neutral_or_Positive
18308,Neutral_or_Positive
18322,Neutral_or_Positive
18325,Neutral_or_Positive
18329,Neutral_or_Positive
18330,Negative
18349,Neutral_or_Positive
18362,Neutral_or_Positive
18370,Neutral_or_Positive
18384,Neutral_or_Positive
18386,Neutral_or_Positive
18394,Neutral_or_Positive
18398,Negative
18403,Negative
18410,Neutral_or_Positive
18428,Negative
18438,Negative
18441,Neutral_or_Positive
18445,Neutral_or_Positive
18452,Negative
18456,Negative
18464,Negative
18471,Neutral_or_Positive
18475,Neutral_or_Positive
18477,Neutral_or_Positive
18486,Neutral_or_Positive
18493,Negative
18494,Neutral_or_Positive
18501,Negative
18524,Negative
18531,Neutral_or_Positive
18538,Negative
18543,Negative
18554,Neutral_or_Positive
18558,Neutral_or_Positive
18567,Negative
18594,Neutral_or_Positive
18609,Negative
18624,Negative
18632,Negative
18635,Neutral_or_Positive
18654,Negative
18682,Negative
18704,Neutral_or_Positive
18707,Negative
18715,Neutral_or_Positive
18727,Neutral_or_Positive
18729,Neutral_or_Positive
18736,Negative
18745,Neutral_or_Positive
18748,Neutral_or_Positive
18749,Neutral_or_Positive
18750,Negative
18761,Negative
18764,Negative
18766,Negative
18770,Negative
18779,Neutral_or_Positive
18780,Negative
18813,Neutral_or_Positive
18821,Neutral_or_Positive
18830,Negative
18832,Neutral_or_Positive
18898,Negative
18913,Neutral_or_Positive
18914,Neutral_or_Positive
18915,Neutral_or_Positive
18930,Negative
18937,Negative
18942,Negative
18953,Negative
18957,Negative
18960,Neutral_or_Positive
18981,Negative
19008,Negative
19010,Neutral_or_Positive
19013,Neutral_or_Positive
19025,Neutral_or_Positive
19027,Neutral_or_Positive
19042,Neutral_or_Positive
19045,Negative
19054,Neutral_or_Positive
19081,Neutral_or_Positive
19086,Negative
19096,Negative
19112,Neutral_or_Positive
19115,Negative
19122,Neutral_or_Positive
19125,Negative
19127,Negative
19130,Neutral_or_Positive
19132,Negative
19139,Negative
19145,Neutral_or_Positive
19156,Neutral_or_Positive
19171,Neutral_or_Positive
19174,Neutral_or_Positive
19186,Negative
19198,Negative
19213,Neutral_or_Positive
19214,Neutral_or_Positive
19216,Negative
19229,Negative
19246,Neutral_or_Positive
19250,Negative
19253,Negative
19256,Neutral_or_Positive
19257,Neutral_or_Positive
19263,Neutral_or_Positive
19273,Neutral_or_Positive
19274,Neutral_or_Positive
19290,Negative
19300,Negative
19306,Neutral_or_Positive
19311,Neutral_or_Positive
19326,Neutral_or_Positive
19337,Negative
19356,Neutral_or_Positive
19379,Neutral_or_Positive
19380,Negative
19391,Negative
19400,Neutral_or_Positive
19401,Negative
19417,Neutral_or_Positive
19423,Neutral_or_Positive
19426,Neutral_or_Positive
19427,Neutral_or_Positive
19459,Neutral_or_Positive
19463,Negative
19475,Neutral_or_Positive
19477,Neutral_or_Positive
19478,Neutral_or_Positive
19479,Negative
19481,Negative
19487,Negative
19495,Neutral_or_Positive
19500,Neutral_or_Positive
19518,Negative
19523,Negative
19532,Negative
19541,Neutral_or_Positive
19543,Neutral_or_Positive
19549,Negative
19554,Neutral_or_Positive
19557,Neutral_or_Positive
19564,Neutral_or_Positive
19572,Neutral_or_Positive
19577,Negative
19578,Negative
19584,Neutral_or_Positive
19586,Negative
19592,Negative
19598,Negative
19601,Neutral_or_Positive
19607,Negative
19623,Neutral_or_Positive
19627,Neutral_or_Positive
19631,Negative
19641,Negative
19643,Neutral_or_Positive
19647,Negative
19654,Neutral_or_Positive
19662,Negative
19666,Neutral_or_Positive
19707,Neutral_or_Positive
19709,Negative
19711,Neutral_or_Positive
19729,Neutral_or_Positive
19735,Negative
19741,Neutral_or_Positive
19742,Neutral_or_Positive
19777,Negative
19797,Neutral_or_Positive
19809,Neutral_or_Positive
19824,Neutral_or_Positive
19827,Neutral_or_Positive
19828,Neutral_or_Positive
19830,Neutral_or_Positive
19834,Neutral_or_Positive
19845,Neutral_or_Positive
19846,Negative
19893,Neutral_or_Positive
19899,Negative
19908,Negative
19914,Negative
19916,Negative
19920,Negative
19926,Neutral_or_Positive
19934,Neutral_or_Positive
19947,Neutral_or_Positive
19967,Neutral_or_Positive
19972,Negative
19999,Neutral_or_Positive
20005,Neutral_or_Positive
20008,Negative
20011,Neutral_or_Positive
20039,Neutral_or_Positive
20043,Negative
20051,Negative
20053,Negative
20058,Negative
20063,Neutral_or_Positive
20066,Neutral_or_Positive
20079,Neutral_or_Positive
20087,Neutral_or_Positive
20099,Neutral_or_Positive
20102,Neutral_or_Positive
20117,Neutral_or_Positive
20121,Neutral_or_Positive
20124,Neutral_or_Positive
20145,Neutral_or_Positive
20146,Neutral_or_Positive
20155,Negative
20157,Neutral_or_Positive
20162,Negative
20178,Negative
20185,Neutral_or_Positive
20191,Negative
20202,Neutral_or_Positive
20205,Neutral_or_Positive
20211,Neutral_or_Positive
20218,Neutral_or_Positive
20229,Negative
20245,Neutral_or_Positive
20249,Neutral_or_Positive
20251,Negative
20259,Negative
20264,Negative
20285,Negative
20293,Neutral_or_Positive
20304,Negative
20307,Negative
20319,Negative
20324,Negative
20329,Neutral_or_Positive
20332,Negative
20345,Negative
20346,Negative
20360,Neutral_or_Positive
20364,Neutral_or_Positive
20368,Negative
20377,Neutral_or_Positive
20388,Neutral_or_Positive
20392,Neutral_or_Positive
20400,Negative
20403,Neutral_or_Positive
20409,Negative
20411,Negative
20415,Neutral_or_Positive
20427,Negative
20436,Neutral_or_Positive
20449,Negative
20456,Neutral_or_Positive
20458,Negative
20471,Negative
20479,Negative
20488,Negative
20492,Neutral_or_Positive
20499,Neutral_or_Positive
20501,Neutral_or_Positive
20518,Neutral_or_Positive
20520,Neutral_or_Positive
20523,Negative
20532,Negative
20541,Negative
20545,Negative
20554,Neutral_or_Positive
20561,Neutral_or_Positive
20573,Negative
20577,Negative
20581,Neutral_or_Positive
20582,Neutral_or_Positive
20586,Negative
20587,Neutral_or_Positive
20590,Neutral_or_Positive
20591,Neutral_or_Positive
20594,Negative
20613,Neutral_or_Positive
20632,Neutral_or_Positive
20639,Neutral_or_Positive
20644,Negative
20656,Negative
20660,Neutral_or_Positive
20669,Negative
20671,Negative
20673,Negative
20695,Negative
20696,Negative
20718,Neutral_or_Positive
20730,Negative
20735,Neutral_or_Positive
20748,Negative
20767,Neutral_or_Positive
20770,Neutral_or_Positive
20776,Negative
20780,Negative
20787,Negative
20789,Neutral_or_Positive
20792,Neutral_or_Positive
20800,Negative
20804,Negative
20825,Negative
20827,Negative
20841,Neutral_or_Positive
